,Unnamed: 0,textID,text,selected_text,sentiment
1278,1317.0,4bd78cb8d0,just got outta work.  ....... Frankie`s house.,just got outta work.  ....... Frankie`s house.,neutral
1279,1318.0,2e5b0e62a4, kirk is hotter than spock,kirk is hotter than spock,neutral
1280,1319.0,bc84f21e3b,ShoesShoesShoes.YayYayYay.lol.IWouldPostATwitPic.ButIdntKnoHow2,ShoesShoesShoes.YayYayYay.lol.I,positive
1281,1320.0,70a246040e, Search for 'Asos coupons' in Google  Plenty to choose from,Search for 'Asos coupons' in Google  Plenty to choose from,neutral
1282,1321.0,4bf07d44a1,'I want you in my mouth and my **** b!tch' mm jeffree rawks,'I want you in my mouth and my **** b!tch' mm jeffree rawks,neutral
1283,1322.0,49ff747ca1, - Does the 1st show count? That would be the midnight show Thurs night/Fri morning,Does the 1st show count? That would be the midnight show Thurs night/Fri morning,neutral
1284,1323.0,c62bc1aa71,Omg I can`t believe jay leno is going off the air,Omg I can`t believe jay leno is going off the air,neutral
1285,1324.0,b6ec6d35ed,I`m SO thinking about skippin out to NY in the morning. . . but all of my plans were for tonight  well . . . most of them anyway.,but all of my plans were for tonight  well . . . most of them anyway.,positive
1286,1325.0,b31f52a91e,Taking 40 underpriveledged kids to the circus 2moro. BIG day planned & I still aint feeling 100%  so nervous right now..,underpriveledged,negative
1287,1326.0,6d09b56028,"Enjoying a beautiful day off by hanging around the house. Pam is making a cake, but she won`t give me any",beautiful,positive
1288,1327.0,015a057c59,  it might be the swine flu! haha `cause i`ve got the flu,e swine flu,negative
1289,1328.0,b524839bd6,Happy Mothers day to all mums,Happy Mothers day,positive
1290,1329.0,6599743334,i can`t studyyyyyyyyyyyyyyyyyyyyyyyyy  i have an exam tom,can`t,negative
1291,1330.0,5dc85811dc,Is in starbucks,Is in starbucks,neutral
1292,1331.0,a5cb92d08b, Oceans 12,Oceans 12,neutral
1293,1332.0,f789f88a03,Waking up early to go to the gym,Waking up early to go to the gym,neutral
1294,1333.0,b519ba7eaf," Heavens, not good  I can empathise. Fingers crossed it doesn`t come to anything and you can sleep easy. Wishing for the best...","Heavens,",positive
1295,1334.0,1f49142f0c,"Out with Bre, Jimmy, and Jon P?","Out with Bre, Jimmy, and Jon P?",neutral
1296,1335.0,20771a6d9a,"So anyone looking for a vinyl-clad playset with a 30 year mfr warranty? 3 slides, 4 swing slots, rock climbing wall, more! Amish built!","So anyone looking for a vinyl-clad playset with a 30 year mfr warranty? 3 slides, 4 swing slots, rock climbing wall, more! Amish built!",neutral
1297,1336.0,f1cf465b7b,"Going to the Star Trek premier tomorrow night, uber stoked. I don`t care if I`m a nerd, Star Trek is amazecore!!",amazecore!!,positive
1298,1337.0,74e9f8da6b,I think I should hire one of those tranlsators.. because no one ever understands me....,because no one ever understands me....,negative
1299,1338.0,6ecab08a38,I overslept  headache,I overslept  headache,negative
1300,1339.0,12a0841cb4, Thanks G! My actual birthday is on Tuesday and I will be 24.,Thanks G!,positive
1301,1340.0,c00e8432c2,happy star wars dayyyy =D and hbd to uncle LEE,happy star wars dayyyy,positive
1302,1341.0,66629a38ef,bout to go to work,bout to go to work,neutral
1303,1342.0,8114133dba,its so nice.. I LUV KELLY...she`s such an amazing singer  LUV HER,she`s such an amazing singer,positive
1304,1343.0,00f5f7f9c5,4 more followers.. follow me and I`ll love you!! *pouts* Please?,love,positive
1305,1344.0,4a740beb70,In Kelantan! Good to be (sort of) home! :pI`m guilt stricken after having that turtle egg.  Really. Won`t do it again. Really.,Good to be (sort of) home! :pI`m guilt stricken,neutral
1306,1345.0,64d352606b," Trying to watch your vids, but the audio has been disabled","Trying to watch your vids, but the audio has been disabled",neutral
1307,1346.0,49d6a06d0c,Rats the Creative VADO`s are out of stock at walmart.com I`m too late.,too late.,negative
1308,1347.0,82f7a9886e,weather starting to be better  So just SHINE **,weather starting to be better  So just SHINE **,neutral
1309,1348.0,d967d8fe91," diapers??  Feeding?  Cooking?  I don`t do any of that stuff!!!  Hahaha... yeah, right!  Sounds like a normal day for me.","diapers??  Feeding?  Cooking?  I don`t do any of that stuff!!!  Hahaha... yeah, right!  Sounds like a normal day for",neutral
1310,1349.0,7adc7ea809, http://twitpic.com/4bckp - that should answer part of your question,http://twitpic.com/4bckp - that should answer part of your question,neutral
1311,1350.0,f82c9ce2b7, hope ya sleepin well  guys still here,hope ya sleepin well  guys,positive
1312,1351.0,95a6c29dc3, I wasn`t feeling it,I wasn`t feeling it,negative
1313,1352.0,e3ab05496b,Watching some vintage topgear,Watching some vintage topgear,neutral
1314,1353.0,865ed306cb,Follow Friday is a bit hard to do when my work kicks in on Fridays,hard,negative
1315,1354.0,f1bfd686e8," Thank you  How`s your daughter? And by the way, how did you get 1017 followers? :O",Thank you,positive
1316,1355.0,249bbd24bc,Realizing that I don`t have school today... or tomorrow... or for the next few months.  I really need to get on those job applications!,Realizing that I don`t have school today... or tomorrow... or for the next few months.  I really need to get on those job applications!,neutral
1317,1356.0,7651967ec9,"i want some grape soda, jack fowers` fault. also,  i wish i could see you play  are your uk gigs sold out? please reply!!!!!!!!","fault. also,  i wish i could see you play  are your uk gigs sold out? please reply!!!!!!!!",neutral
1318,1357.0,216703ba65, WOW.How sweet!,sweet!,positive
1319,1358.0,824aa064d2, - THANKS ! My motivation is returning at about the rate I`m inputting coffee  !,THANKS ! My motivation is returning at about the rate I`m inputting coffee,neutral
1320,1359.0,fbc0f03d51, oh..keep working on it..you can always make it a little smaller,oh..keep working on it..you can always make it a little smaller,neutral
1321,1360.0,4d967b142e, Just saw you on TV for the Best Job in the World. Good luck.,r the Best Job in the World. Good luck.,positive
1322,1361.0,3bf7a25c9b,Happy Mothers Day!!!  <3,Happy Mothers Day!!!,positive
1323,1362.0,2b603d3169,had my last class with Scott and Julie today  going to miss them... they bought me a bottle of champagne as a congratulatory gift.,had my last class with Scott and Julie today  going to miss them... they bought me a bottle of champagne as a congratulatory gift.,neutral
1324,1363.0,4eec486ad7," hey i loved ACS but i had to see it online, is not here yet   cant wait to buy it!!! you look amazing there","y i loved ACS but i had to see it online, is not here yet   cant wait to buy it!!! you look amazing ther",positive
1325,1364.0,6562892a62,_ife not to forget cinnamon!,_ife not to forget cinnamon!,neutral
1326,1365.0,1e7784540e," I can understand, pains been part of my life for a long time now  I hope you feel a bit better soon.",", pains been part of my life for a long time now  I hope you feel a bit better soon.",neutral
1327,1366.0,be5c38dab3,might be at cornerstone this year,might be at cornerstone this year,neutral
1328,1367.0,f73bf22385,sooo glad im home  floridia was fun!! back in ATL. time to sleep....then back up to work!!! constant grind.,glad,positive
1329,1368.0,abad0bb1d5,I was feeling guilty about buying a luxurious pair of shoes yesterday until my house mate just saw them and got over excited,I was feeling guilty about buying a luxurious pair of shoes yesterday until my house mate just saw them and got over excited,neutral
1330,1369.0,bc4f254bdd,"has burnt my hand on the cooker, it hurts",hurts,negative
1331,1370.0,33dab8fbaf, it`s like the library equivalent of 'it`s 5 o`clock somewhere.' someone else in on the ref desk somewhere,it`s like the library equivalent of 'it`s 5 o`clock somewhere.' someone else in on the ref desk somewhere,neutral
1332,1371.0,5a67d1f1b6, The episode was AMAZING...I cried when I saw the home videos they were soooooo cute,were soooooo cute,positive
1333,1372.0,d9d12cf0ce, I always feel guilty about it,s feel guilty,negative
1334,1373.0,a59829e6b2, no need to thank  we all just have to keep the good thought!,no need to thank  we all just have to keep the good thought!,neutral
1335,1374.0,032d67ca83,  ROFLMAO for the funny web portal  =D,e funny,positive
1336,1375.0,db0604e817,i really cant take this.,i really cant take this.,negative
1337,1376.0,eadba04b8a,  that would mean me babe! but **** it my name  is SUPER FREAKIN COOL! I give myself a pass! HA!,IN COO,positive
1338,1377.0,be239334dd,Its 11:11...make a wish!,wish!,positive
1339,1378.0,db8475bb3f,SBS 2003 or SBS 2008! Damned if you do and damned if you don`t!  Fun times at GCH!,Damned if you do and damned if you don`t!  Fun times at GCH!,neutral
1340,1379.0,05edc8f85a,net .. net .. net ..  hmm. bad weather .. weird summer!,bad weather .. weird summer!,negative
1341,1380.0,1800b2f4b8,is now on twitter.....,is now on twitter.....,neutral
1342,1381.0,1a8ff9899f, ugh I`m not doin too good,ugh I`m not doin too good,negative
1343,1382.0,9511a73ba5,She doesn`t believe spending many (many) thousands on a perfect wedding makes a happy couple.....A happy couple makes a perfect wedding,happy couple.,positive
1344,1383.0,6cf7b5f739," Miley, I tried voting for you, and it wont let me vote for some reason  Ill try back a little later! <3",it wont let me vote for some reason,negative
1345,1384.0,9125201b80,"_pe awesomeness! Phillip hasn`t completely finished it but if goes up, down, left, and right","_pe awesomeness! Phillip hasn`t completely finished it but if goes up, down, left, and right",neutral
1346,1385.0,f0032bffad, what have you been up to ?,what have you been up to ?,neutral
1347,1386.0,1b9a62f130, mmmm lauren conrad eeeeep im going to miss the hills,miss,negative
1348,1387.0,d0ab385860, Thanks,Thanks,positive
1349,1388.0,d8104f1513,Ahhhh!!!!!! Almost off!!! Can`t wait!! But..I got work again rite after this!   HAT CLUB Come && gimme some Company! Oh && a Cookie! ;-),Ahhhh!!!!!! Almost off!!! Can`t wait!! But..I got work again rite after this!   HAT CLUB Come && gimme some Company! Oh && a Cookie! ;-),neutral
1350,1389.0,a4388ba674,how i wish the result IS true...,how i wish the result IS true...,neutral
1351,1390.0,7b4446cd34,and we`re off  to OT !! exciting game like always,exciting,positive
1352,1391.0,743c5b85ca,watching Bones with Naty. Have made her a fan! Mission convert Naty: Success...now onto Mission convert Meagan,fan!,positive
1353,1392.0,ce39d76749,  I don`t have a subject line on my phone...  just normal texts.,I don`t have a subject line on my phone...  just normal texts.,neutral
1354,1393.0,c31e5697e5, her son is 7 and captured it outside...THANK GOD I HAVE A LITTLE GIRL,.THANK GOD,positive
1355,1394.0,aea9b1ab34, and I`m really glad you were able to watch the game,glad,positive
1356,1395.0,96e1bb46a0,alhamdulilah. i got accepted into nafa,alhamdulilah. i got accepted into nafa,neutral
1357,1396.0,0468e5c4d2,Girsl night ! on my way to foam party  No sleep tonight !!,Girsl night ! on my way to foam party  No sleep tonight !!,neutral
1358,1397.0,ec6c041943, Whom do yu wanna kill ??,kill,negative
1359,1398.0,42e132f105,I love being able to run my tongue along my teeth,I love being able to run my tongue along my teeth,positive
1360,1399.0,0e8144aa34,"facebook quizzes are one cure of boredom haha, my teeth/mouth hurts","haha,",positive
1361,1400.0,1ce6042e00,"I dont like seeing my best friend cry, it breaks my heart and I dont know what to do or say",it breaks my heart,negative
1362,1401.0,3c4b6fe3a1,"_13 Awe, THX so much! Neither of need 2b sick on Friday!!  Do u have any prayer requests?","Awe, THX so much!",positive
1363,1402.0,faf3012e1d, Random has an a,Random has an a,neutral
1364,1403.0,2cfcce19be,__marie lol..french toast sticks too!,__marie lol..french toast sticks too!,neutral
1365,1404.0,fa8874ad41,going to the memorial for the guy in my grade that died.,going to the memorial for the guy in my grade that died.,neutral
1366,1405.0,99cebdf8d8,"They grovelled   On tomorrow morning, will post a link to the show, should be on just after 9am if anyone is about","They grovelled   On tomorrow morning, will post a link to the show, should be on just after 9am if anyone is about",neutral
1367,1406.0,919c02e1d9,Sob! I can`t believe I`m ending my work week at the chapter about what Augusten Burrough`s father did to Ernie the guinea pig!,I can`t believe I`,negative
1368,1407.0,095d7652dc, Bye ! Have a great time being whisked away,Have a great time being whisked away,positive
1369,1408.0,0c0b11818a,Missed the UPS guy again! Ugh so sad  But i got some cool stuff today that i`m super excited about! And looking forward to tonight too,Missed the UPS guy again! Ugh so sad  But i got some cool stuff today that i`m super excited about! And looking forward to tonight too,neutral
1370,1409.0,031f001f5a, lol! Ahhh well its a good song,lol!,positive
1371,1410.0,197e8317da,Actual wiki entry 'The Million Dollar Homepage' made me just shake my head due to the fact that ... sometimes...somtimes things just work,made me just shake my head,negative
1372,1411.0,90b04358f6,Boring starting work weekend soon................ 1st need to get a Tim Coffee so I can make it through this **** night shift........,Boring,negative
1373,1412.0,798a6382f1,i`m awake while others sleep,i`m awake while others sleep,neutral
1374,1413.0,82f9513438," Thanks, I just found a article that say i cannot join you because i am in the UK though","Thanks,",positive
1375,1414.0,9df4f46e38, cheers for the aptism link,cheers,positive
1376,1415.0,28aa42cf49,Just drove by fisher and I feel so sad,sad,negative
1377,1416.0,69b4cc5d84,am bored out of my skull.  i have got to get a job.  this SUCKS.  i need entertainment. /grumbles,.  this SUCKS,negative
1378,1417.0,4d8867a66a,  Cool...a VERY productive day! I just got a spot as an extra in a feature film that is filming tomorrow  AWESOME week all around!,w  AWESOME week all around,positive
1379,1418.0,194141225a,_Dew tokens haven`t been working for me all day....,haven`t been working for me all day....,negative
1380,1419.0,9d152ac0aa,_cowan oh cool!  I`m gonna crash and sleep. I have been like 40 some hours working lol,oh cool!  I`m gonna crash and sleep. I have been like 40 some hours working lol,neutral
1381,1420.0,6e675117b8, Me too   haha I did but have no credit,Me too   haha I did but have no credi,neutral
1382,1421.0,5f814111a8,Epicfail and Joseph in class... Very long liao,Epicfail,negative
1383,1422.0,1a433d2adf,i`m freezing in math class!,i`m freezing in math class!,negative
1384,1423.0,84a051fc49,Be my Yoko Ono and follow me wherever I may go !,Be my Yoko Ono and follow me wherever I may go !,neutral
1385,1424.0,d4f27a0788,This is what I had to endure to get prizes of to my lucky winners  http://twitpic.com/669nm,endure,negative
1386,1425.0,a7b0df1c27,I`m likable after all HAHAHAHAHAHAHA! Still over the moon,I`m likable after all HAHAHAHAHAHAHA! Still over the moon,positive
1387,1426.0,1c295e07a0,there`s no point in bein on here if no one else in on,there`s no point in bein on here if no one else in on,neutral
1388,1427.0,39b6d9c485,"I wish I knew how to play an instrument. Lessons for Menace and Missy Moo, for sure. Piano? Cello? Bass? Whatever they want",wish,positive
1389,1428.0,37c297015b,_Janeway OOC: Goodnight,Goodnight,positive
1390,1429.0,aa34667394, And who says I wasn`t just muttering to myself?,And who says I wasn`t just muttering to myself?,neutral
1391,1430.0,999983bd97,Nic has no idea what he`s going to do!  money is all gone!,money is all gone!,negative
1392,1431.0,b8d97c4ac9,work all day,work all day,neutral
1393,1432.0,2a6b48e176, I thought it was pretty good! I`m not a die hard Trekkie either.,I thought it was pretty good!,positive
1394,1433.0,df4d4037f0, TY very much for FF,TY very much for FF,positive
1395,1434.0,80bb02b1c1, Enjoy the ride,Enjoy,positive
1396,1435.0,d21ee0c579,Unanticipated thunderstorm quashed camping trip,quashed,negative
1397,1436.0,88036964e3,Happy Mother`s Day to all the mothers out there!!,Happy Mother`s Day to all the mothers out there!!,positive
1398,1437.0,88576066ab, and movies too!!!,and movies too!!!,neutral
1399,1438.0,fae05eac0f, why not united kingdom,why not united kingdom,neutral
1400,1439.0,bd4e4a8be2,Reading Breaking Dawn,Reading Breaking Dawn,neutral
1401,1440.0,ddb98de46e,Omg going to die of swine flu when I go to Melbourne,die,negative
1402,1441.0,3a3a1e1f1e, heeeey good luck for unair sweet!,good luck,positive
1403,1442.0,edfc9878fd,just come in from the garden. It is very warm out there but beautiful. Didnt do much revision though,beautiful.,positive
1404,1443.0,f5446d3186,"_Twitster ohhhh, I love Morse, have every episode on video & sometimes gaze lovingly at them",lovingly,positive
1405,1444.0,de904e3f4f,life`s good,good,positive
1406,1445.0,aeb55e479d,"_B I don`t know but they aren`t worth it, only 6 people actually showed up lol","_B I don`t know but they aren`t worth it, only 6 people actually showed up lol",neutral
1407,1446.0,abb86761cf, p.s. There is such thing as having too much sushi! Bleeeeah!,p.s. There is such thing as having too much sushi! Bleeeeah!,neutral
1408,1447.0,2b6bd43b14, oh ok. Well good for you...can I get some weather updates instead??  jk.,l good for you.,positive
1409,1448.0,95b0d4bdfa,Rescued two adorable pit mix pups today.  LC and Brody.  Looking to adopt?  E-mail me for more info and pics!,Rescued two adorable pit mix pups today.,positive
1410,1449.0,a71ecf3bcc,Suddenly I remember all the memories with him  ohhh please,ohhh please,negative
1411,1450.0,ca3b1dae3f,I think my cheap sunglasses are falling apart. Oh well,falling apart.,negative
1412,1451.0,672b861395,Slept at my parents the bed was hard as a rock now my back feels like a rock,Slept at my parents the bed was hard as a rock now my back feels like a rock,negative
1413,1452.0,41780fcc9c,I ate to much lunch...now I don`t want to work,don`t want to work,negative
1414,1453.0,1fbeafd0bf, Is that why your blog is set to private?,Is that why your blog is set to private?,neutral
1415,1454.0,2f8e80a88d,@_Glitter_  kk but 4 sum reason its not lettin me vote 4 them,s not lettin me vote 4 them,negative
1416,1455.0,eee5181373, ugh! **** it. Today doesn`t look like it`s going to work  i`m sorry,ugh!,negative
1417,1456.0,f98a82bfa2," Even more so bc I drove their asses to Chandler, which is why I am just now getting home, an hour and a half later. LOL","Even more so bc I drove their asses to Chandler, which is why I am just now getting home, an hour and a half later. LOL",neutral
1418,1457.0,1410446f0a,Watching the film Real Women Have Curves  Why are good films on in the middle of the night?,Watching the film Real Women Have Curves  Why are good films on in the middle of the night?,neutral
1419,1458.0,35de1abf4a, Happy Mother`s Day!,Happy,positive
1420,1459.0,c1c6657478,"drinking some really nice coffee, got to go to the dentist at 9am this morning",nice,positive
1421,1460.0,5fd17dc352,Ugh id better get up for work,Ugh id better get up for work,neutral
1422,1461.0,4117fe27e1,I dont think he`s ganna text me.,I dont think he`s ganna text me.,neutral
1423,1462.0,107d62aa17,thanks for the raspberry-Laced Vanilla Cake,thanks,positive
1424,1463.0,174fa353c1, morning Alex hope you will be tweeting lots today as we do miss you when you aren`t on here  ****,miss,negative
1425,1464.0,3afcddc07d,"****, got Chili Beans on my shirt  I hate that I can be a messy eater. Such a lady!",I hate that I can be a messy eater.,negative
1426,1465.0,7b638ba787," WOW never seen him before , he`s bloody awesome , I think bcoz George won last year however could be bad for him  x","WOW never seen him before , he`s bloody awesome , I think bcoz George won last year however could be bad for him",neutral
1427,1466.0,350a996100,"I had some work to do, but my wrist hurts too much to do any of it.",hurts,negative
1428,1467.0,6f3620c65a,_Divine take my advice lookin through the phone cost me my relationship,advice,positive
1429,1468.0,a967eda205,Weekends are Great....if you don`t have to work them.,Great..,positive
1430,1469.0,95b3f8a29e, good morning misfit *passes you Tylenol*,good,positive
1431,1470.0,acbc90fc39, YAY to som1 i no on twitter...slowly slowly rest of the grade will come around...hah  i hope ur ready for my constant tweets!!,i hope,positive
1432,1471.0,6eeb25bff2, I think that`s what`s wrong with me.  Stuffed up and when I breathe in it feels like a sore throat,wrong,negative
1433,1472.0,699c07b35c, ****. it should be recoverable. it`s just the boot part that`s messed up. grr argh. my business was on there.,. it should be recoverable.,negative
1434,1473.0,0e8c4b077a, whats the next movie review going to be? You`re like wossy of brum. Just more controversial,whats the next movie review going to be? You`re like wossy of brum. Just more controversial,neutral
1435,1474.0,15188adbd3, thank you isay  kamusta ang bulacan historical gimmick at ang gilmore shopping trip?,thank you,positive
1436,1475.0,ae69c9e659,LAST DAY in St Andrews.. i will spend it on west sands! and then packing,LAST DAY in St Andrews.. i will spend it on west sands! and then packing,neutral
1437,1476.0,3f96c39a12,http://www.bodybuilding.com/fun/richardchan.htm OMFG this dude looks well `ard! He puts me to shame...,this dude looks well `ard! He puts me to shame...,negative
1438,1477.0,fa66d52ae7, oh yeah,oh yeah,neutral
1439,1478.0,fa31b75c55, OMG are u still naked 1313 XDD omg i miss you so muuch,omg i miss you so muuch,negative
1440,1479.0,debb339c32,has stuff to do but refuses to do them.  :[,has stuff to do but refuses to do them.  :[,negative
1441,1480.0,ac55c1b977,rented bikes + unknown trail with random bumps + big hills + kids = one beat up little girl. Not a good day on the B family vacation.,one beat up little girl. Not a good day on,negative
1442,1481.0,15cfb1789b, No star replies to me,No star replies to me,neutral
1443,1482.0,88dcaa2fb4,"Plane tickets to UK and everywhere in Europe are BEYOND cheap (for June-Oct!!), but there`s NO gig in the near future announced yet",BEYOND cheap,positive
1444,1483.0,7cb345c9cf,oh yeah the grill is out...its bbq tonight at the house,oh yeah the grill is out...its bbq tonight at the house,neutral
1445,1484.0,3285cfbb0d,  I do not mean to laugh but a little giggle did come out - sorry,I do not mean to laugh but a little giggle did come out - sorry,negative
1446,1485.0,64130bb1e7, we had bbq chicken pizza last night! (although it wasn`t deep dish   glad to hear you had fun in p.r.!!,we had bbq chicken pizza last night! (although it wasn`t deep dish   glad to hear you had fun in p.r.!!,neutral
1447,1486.0,485d73f9c3,My mind is playing tricks or me!...or could it be? Either way this ish is on my mind heavy and in sleepy,My mind is playing tricks or me!...or could it be? Either way this ish is on my mind heavy and in sleepy,neutral
1448,1487.0,4e02b2978b,if someone had`ve told me things would get this hard..i would never have done it,if someone had`ve told me things would get this hard..i would never have done it,positive
1449,1488.0,7d2f8e5e7a,Had a blood test today.   Wasn`t too bad really. Needed to dash 2 Starbucks after to revive my spirits with a nice Iced latte & a bun.Yum!,Had a blood test today.   Wasn`t too bad really. Needed to dash 2 Starbucks after to revive my spirits with a nice Iced latte & a bun.Yum!,positive
1450,1489.0,54acae24bc,No one wants to sit with me at lunch  I guess I`ll just bury my head in my laptop and continue to be anti-social.,No one wants to sit with me,negative
1451,1490.0,07e2fab0da, no its the same,no its the same,neutral
1452,1491.0,4f19669e48,"Hope all the Mum`s out there had a Mother`s Day with love, close family & friends.","love,",positive
1453,1492.0,9edc84f90d, Hey Mr Luketic! I don`t have your number to send by phone.  You can email me at heathfox.com if that would be ok.,Hey Mr Luketic! I don`t have your number to send by phone.  You can email me at heathfox.com if that would be ok.,neutral
1454,1493.0,34d7e39dd6, 5 seasons that`s it? Sorry just noticed in ur previous update. My sis isn`t gonna be happy,5 seasons that`s it? Sorry just noticed in ur previous update. My sis isn`t gonna be happy,negative
1455,1494.0,28174a0691,Just finished Church. Happy Mother`s Day!,Happy,positive
1456,1495.0,6a0d18bdfa,watching crimson tide and eating apple sauce.,watching crimson tide and eating apple sauce.,neutral
1457,1496.0,8ae682a99a, vocï¿½ que sumiu forever do msn.,vocï¿½ que sumiu forever do msn.,neutral
1458,1497.0,1f61eecb53,guess I`ll start getting some of my camping and fishing stuff together for Wed & Thurs trip to Braunig Lake......,guess I`ll start getting some of my camping and fishing stuff together for Wed & Thurs trip to Braunig Lake......,neutral
1459,1498.0,e69012514b, I miss rollerblading down Shoreline.,I miss rollerblading down Shoreline.,negative
1460,1499.0,6a67cee29d,WORS bike race at camp this weekend=a total of 1500 people. Going anywhere Sunday is not an option as they race right past the house  #fb,WORS bike race at camp this weekend=a total of 1500 people. Going anywhere Sunday is not an option as they race right past the house  #fb,neutral
1461,1500.0,578ec67a68,"This wind is crampin` my style. I have a section of my yard that won`t get any water. I`d move the sprinkler, but it`s surrounded by mud.",crampin`,negative
1462,1501.0,2f955c2829,I am probably spamming my follower`s account.,spamming,negative
1463,1502.0,bd64243d7c,I don`t have enough close contacts on twitter to do follow friday  #followfriday,I don`t have enough close contacts on twitter to do follow friday  #followfriday,neutral
1464,1503.0,f6f617936e,I only have 2,I only have 2,neutral
1465,1504.0,0d42e45de5,found rollo! and got happy  hmmm.. guess i really do need to be inserted back into the matrix 0_o,happy,positive
1466,1505.0,3699d199a3,working my way through this casualties discography.  have to pull weeds later  ...,working my way through this casualties discography.  have to pull weeds later  ...,neutral
1467,1506.0,a91c5b33d1, The sight of it made my afternoon,The sight of it made my afternoon,positive
1468,1507.0,06b613e3c6, so sad u cancelled silverstone show  better see u in sandown park!,sad,negative
1469,1508.0,48377c4bef," praying to be humble is always dangerous, He will answer you  (God gives grace ...)","praying to be humble is always dangerous, He will answer you  (God gives grace ...)",neutral
1470,1509.0,50662e359b,25-man Ulduar is hard...,25-man Ulduar is hard...,neutral
1471,1510.0,65a3a7d925,this is for   http://tinyurl.com/d8fgxr,this is for,neutral
1472,1511.0,b69ccd6f94,Bonjour Twitterland !,Bonjour Twitterland !,positive
1473,1512.0,97af309513,"Gorgeous day!  Worked the Master Gardener plant sale, trimmed smoke bushes, and now to do some writing.",Gorgeous day!,positive
1474,1513.0,1fbce7ad49, you and  are both baitersss  hope tonight is fun!,s  hope tonight is fun,positive
1475,1514.0,881aeb2f99,"Off to the shelters around me to look for her.  I hope she is okay, so afraid that she is going to get hit by a car. Can`t stop crying","Off to the shelters around me to look for her.  I hope she is okay, so afraid that she is going to get hit by a car. Can`t stop crying",neutral
1476,1515.0,55c7927962,"  you can have  ice cream, I`ll have  kiss.","you can have  ice cream, I`ll have  kis",neutral
1477,1516.0,5a835ac93c, Don`t worry. You`ll be 38 soon,Don`t worry.,negative
1478,1517.0,43ebf29edc,Sometimes I could swear I really am insane.,I really am insane.,negative
1479,1518.0,cfc8ece057, haha IE...it`s expensive!!!! Hm...let me message you later,.it`s expensive!,negative
1480,1519.0,2bdd4e75a8, you got it all done?? even the labs? thats all i have left to do. and i cant figure it out. FML,i cant figure it out.,negative
1481,1520.0,2f9f2f2a9a, next year will be sweeet,sweeet,positive
1482,1521.0,3ee81c6623,BWAHAHAHAHA! Shut the **** up...  is TOTES following me right now! Who made the account? Made me giggle like a school girl!,BWAHAHAHAHA! Shut the **** up...  is TOTES following me right now! Who made the account? Made me giggle like a school girl!,neutral
1483,1522.0,8ad9d51a44, Byebye,Byebye,neutral
1484,1523.0,17e6c97023, what? You won`t be two blocks away any more?,what? You won`t be two blocks away any more?,neutral
1485,1524.0,e8d2a28b66,"Really missing hockey already.  Off for a night in Dtn Naperville.  Can`t wait for the day off tomorrow,  I have to work Sunday.",Really missing hockey already.,negative
1486,1525.0,305d27bde0, Just try to do your best. I hope you don`t get laid off.,Just try to do your best. I hope you don`t get laid off.,positive
1487,1526.0,fb92da35e1,EVERYBODY WELCOME !!!  Hello Nicole ;),WELCOME,positive
1488,1527.0,9adff96a3f," I`ve always been pretty athletic, I especially love b-ball. Anyway, yeah I can run",I especially love b-ball.,positive
1489,1528.0,b226418d26,I wanna go to the Borgata tonight if Rich is playing.,I wanna go to the Borgata tonight if Rich is playing.,neutral
1490,1529.0,5655078564,_a The rocky kind! With little rockpools & octopi & shells & stuff. Now I want to be at the beach. Its the perfect overcast day.,Its the perfect overcast day.,positive
1491,1530.0,b3c47f0154,FINALLY have a working (subbed!) copy of Pika?Nichi.   Heeeee.,FINALLY have a working (subbed!) copy of Pika?Nichi.   Heeeee.,neutral
1492,1531.0,a0ee798944,Waiting to go to bed. Had a great weekend,great we,positive
1493,1532.0,74cf5ab632, lmao boss ross don`t come on out here  I love that man he was the truth,I love,positive
1494,1533.0,df0d78273e, Never ever smoking around you again.,Never ever,negative
1495,1534.0,bf6e5fdc43,is at the beach watching Xmen Origins and drinking orange juice with no pulp,is at the beach watching Xmen Origins and drinking orange juice with no pulp,neutral
1496,1535.0,7bf530de4a,This has been a dismal week.,dismal,negative
1497,1536.0,853357e610," Pigs catching Swine Flu and Avian Flu, risking the development of Flying Pig Flu? Awesomely funny","Pigs catching Swine Flu and Avian Flu, risking the development of Flying Pig Flu? Awesomely funny",neutral
1498,1537.0,99cb20f38e, pmsl ... We had **** everywhere too. But NO More. Love it. My wool stash today though,pmsl ... We had **** everywhere too. But NO More. Love it. My wool stash today though,neutral
1499,1538.0,a3d0035ce0, Oh no! Hope you find your voice soon,Oh no! Hope you find your voice soon,neutral
1500,1539.0,3e31fec7cb, I don`t feel like having to reboot  If only OSX supported Hibernate & Reboot in Bootcamp... -.-,I don`t feel like having to reboot  If only OSX supported Hibernate & Reboot in Bootcamp... -.-,neutral
1501,1540.0,b39b259b09, My public talk in July got canceled and I don`t know why.,canceled,negative
1502,1541.0,ca2998c103,"Alexxx Im gona miss you today. Im so sad, noooooooo",miss,negative
1503,1542.0,4b29d6f894,Watching George Lopez. Went to my school and played some basketball. Today was pretty nice. And HOT!,pretty nice.,positive
1504,1543.0,4581062c44,"I had 2 buy a new washer, bought the dryer 2.  Dryer labeled electric but is gas   GRRR.  Now we have 2 load it up tomorrow 2 return it.",Dryer labeled electric but is gas   GRRR.  Now we have 2 load it up tomorrow 2 return,negative
